timestamp,datetime,open,high,low,close,volume
1704067200000,2024-01-01T00:00:00.000Z,42278.79,42552.9,42278.79,42488.93,16.38632
1704070800000,2024-01-01T01:00:00.000Z,42488.89,42682.0,42425.4,42570.11,10.33035
1704074400000,2024-01-01T02:00:00.000Z,42600.36,42610.16,42507.14,42558.62,2.36116
1704078000000,2024-01-01T03:00:00.000Z,42589.35,42589.38,42260.45,42320.95,7.21879
1704081600000,2024-01-01T04:00:00.000Z,42338.81,42391.77,42226.36,42354.2,2.5411
1704085200000,2024-01-01T05:00:00.000Z,42354.27,42392.33,42212.0,42244.32,2.39085
1704088800000,2024-01-01T06:00:00.000Z,42254.9,42456.9,42224.32,42412.37,4.02119
1704092400000,2024-01-01T07:00:00.000Z,42383.39,42500.0,42383.39,42490.0,3.63702
1704096000000,2024-01-01T08:00:00.000Z,42466.74,42545.07,42450.23,42528.98,4.77631
1704099600000,2024-01-01T09:00:00.000Z,42528.98,42679.99,42528.98,42614.78,4.2937
1704103200000,2024-01-01T10:00:00.000Z,42632.78,42744.34,42630.77,42680.24,2.76749
1704106800000,2024-01-01T11:00:00.000Z,42699.79,42773.73,42598.71,42666.4,8.28961
1704110400000,2024-01-01T12:00:00.000Z,42700.0,42771.88,42612.16,42652.62,2.15425
1704114000000,2024-01-01T13:00:00.000Z,42667.63,42734.99,42611.87,42711.04,1.47947
1704117600000,2024-01-01T14:00:00.000Z,42710.01,42710.01,42590.34,42627.61,0.7773
1704121200000,2024-01-01T15:00:00.000Z,42626.65,42800.0,42592.96,42749.39,4.86048
1704124800000,2024-01-01T16:00:00.000Z,42749.32,42798.23,42622.86,42630.53,6.27413
1704128400000,2024-01-01T17:00:00.000Z,42659.98,42763.4,42630.48,42763.4,8.30072
1704132000000,2024-01-01T18:00:00.000Z,42763.4,43104.63,42734.81,43064.6,14.37447
1704135600000,2024-01-01T19:00:00.000Z,43064.6,43340.32,43064.6,43328.05,11.80566
1704139200000,2024-01-01T20:00:00.000Z,43324.45,43700.0,43283.42,43620.0,29.69828
1704142800000,2024-01-01T21:00:00.000Z,43620.0,43714.66,43464.0,43608.1,10.48332
1704146400000,2024-01-01T22:00:00.000Z,43576.31,43648.99,43394.33,43518.97,3.91021
1704150000000,2024-01-01T23:00:00.000Z,43518.97,44000.0,43400.0,43999.99,14.39633
1704153600000,2024-01-02T00:00:00.000Z,43998.83,45136.4,43961.25,45059.83,57.89726
1704157200000,2024-01-02T01:00:00.000Z,45059.83,45349.86,44621.9,44799.99,38.01484
1704160800000,2024-01-02T02:00:00.000Z,44799.99,45402.28,44799.99,45400.0,19.75725
1704164400000,2024-01-02T03:00:00.000Z,45400.0,45475.0,45156.44,45392.69,12.0509
1704168000000,2024-01-02T04:00:00.000Z,45390.44,45457.35,45171.29,45180.0,9.87374
1704171600000,2024-01-02T05:00:00.000Z,45206.42,45331.63,45129.42,45182.98,12.91621
1704175200000,2024-01-02T06:00:00.000Z,45182.98,45298.23,45130.15,45176.82,7.66197
1704178800000,2024-01-02T07:00:00.000Z,45191.98,45558.99,45169.36,45438.04,24.24853
1704182400000,2024-01-02T08:00:00.000Z,45475.58,45852.89,45341.78,45753.93,22.30935
1704186000000,2024-01-02T09:00:00.000Z,45753.95,45889.62,45627.95,45676.46,10.47817
1704189600000,2024-01-02T10:00:00.000Z,45692.9,45727.74,45449.58,45556.41,5.30084
1704193200000,2024-01-02T11:00:00.000Z,45556.41,45690.91,45220.08,45406.03,7.24278
1704196800000,2024-01-02T12:00:00.000Z,45442.14,45581.19,45237.7,45267.76,13.44565
1704200400000,2024-01-02T13:00:00.000Z,45301.99,45699.09,45253.88,45635.07,7.4778
1704204000000,2024-01-02T14:00:00.000Z,45635.07,45798.99,45000.0,45272.38,21.77752
1704207600000,2024-01-02T15:00:00.000Z,45257.25,45300.0,44776.27,45157.6,17.46401
1704211200000,2024-01-02T16:00:00.000Z,45157.72,45388.06,44898.0,45373.85,14.73606
1704214800000,2024-01-02T17:00:00.000Z,45373.85,45373.85,44968.86,44968.86,16.16945
1704218400000,2024-01-02T18:00:00.000Z,44984.04,45247.24,44962.99,45135.78,14.2735
1704222000000,2024-01-02T19:00:00.000Z,45163.55,45215.24,44811.58,45028.22,17.81587
1704225600000,2024-01-02T20:00:00.000Z,45048.22,45164.83,44774.0,44788.5,13.95272
1704229200000,2024-01-02T21:00:00.000Z,44816.02,45096.56,44657.74,45096.56,15.29114
1704232800000,2024-01-02T22:00:00.000Z,45094.54,45273.81,44862.25,44968.12,9.55362
1704236400000,2024-01-02T23:00:00.000Z,44959.37,45037.14,44816.24,44953.74,9.86261
1704240000000,2024-01-03T00:00:00.000Z,44931.83,45200.0,44874.7,45140.0,8.34255
1704243600000,2024-01-03T01:00:00.000Z,45125.16,45308.67,45112.37,45306.39,5.16749
1704247200000,2024-01-03T02:00:00.000Z,45306.39,45399.75,45229.5,45264.75,10.08878
1704250800000,2024-01-03T03:00:00.000Z,45292.81,45305.64,45170.77,45286.17,5.07732
1704254400000,2024-01-03T04:00:00.000Z,45268.49,45286.17,45123.26,45199.12,3.92964
1704258000000,2024-01-03T05:00:00.000Z,45154.3,45300.0,45123.25,45180.0,1.7217
1704261600000,2024-01-03T06:00:00.000Z,45205.83,45302.5,45165.6,45272.48,15.9238
1704265200000,2024-01-03T07:00:00.000Z,45272.48,45341.78,44948.55,45036.44,23.66535
1704268800000,2024-01-03T08:00:00.000Z,45036.39,45205.14,44991.0,45161.01,6.17701
1704272400000,2024-01-03T09:00:00.000Z,45161.85,45489.66,45161.85,45353.46,7.96845
1704276000000,2024-01-03T10:00:00.000Z,45353.47,45395.05,45055.43,45177.24,4.55642
1704279600000,2024-01-03T11:00:00.000Z,45137.42,45192.65,43750.97,43970.13,35.5858
1704283200000,2024-01-03T12:00:00.000Z,43969.8,44050.15,42250.0,42917.0,53.4523
1704286800000,2024-01-03T13:00:00.000Z,42916.99,42917.0,42400.0,42517.24,27.41215
1704290400000,2024-01-03T14:00:00.000Z,42537.69,42592.95,42045.02,42190.03,23.23633
1704294000000,2024-01-03T15:00:00.000Z,42236.2,43032.37,42193.91,43022.24,20.875
1704297600000,2024-01-03T16:00:00.000Z,42970.91,44078.66,42931.92,43041.3,30.90463
1704301200000,2024-01-03T17:00:00.000Z,43041.3,43041.3,42623.75,42903.89,27.47982
1704304800000,2024-01-03T18:00:00.000Z,42865.54,43047.49,42190.0,42271.56,13.25603
1704308400000,2024-01-03T19:00:00.000Z,42271.57,43066.7,42175.15,42639.85,23.5779
1704312000000,2024-01-03T20:00:00.000Z,42594.31,42839.06,42528.53,42736.92,11.71275
1704315600000,2024-01-03T21:00:00.000Z,42736.79,42979.7,42603.03,42922.95,17.32868
1704319200000,2024-01-03T22:00:00.000Z,42922.82,42953.12,42603.74,42766.33,14.89107
1704322800000,2024-01-03T23:00:00.000Z,42744.98,42874.8,42603.87,42823.2,7.52237
1704326400000,2024-01-04T00:00:00.000Z,42860.53,43000.0,42771.68,42867.42,12.29353
1704330000000,2024-01-04T01:00:00.000Z,42867.42,42945.67,42620.55,42716.67,7.64923
1704333600000,2024-01-04T02:00:00.000Z,42716.66,43217.59,42690.57,43138.62,10.39742
1704337200000,2024-01-04T03:00:00.000Z,43176.06,43227.29,43001.46,43118.69,8.17684
1704340800000,2024-01-04T04:00:00.000Z,43118.69,43199.03,42936.36,43141.46,4.936
1704344400000,2024-01-04T05:00:00.000Z,43142.52,43268.93,43069.07,43174.78,7.1534
1704348000000,2024-01-04T06:00:00.000Z,43202.3,43232.49,43088.25,43133.13,3.12923
1704351600000,2024-01-04T07:00:00.000Z,43150.05,43241.05,42770.67,42799.38,8.21624
1704355200000,2024-01-04T08:00:00.000Z,42798.42,42974.06,42743.1,42853.44,3.20248
1704358800000,2024-01-04T09:00:00.000Z,42871.49,43077.79,42853.8,43012.25,2.4388
1704362400000,2024-01-04T10:00:00.000Z,43025.59,43096.24,42666.67,43079.93,5.30291
1704366000000,2024-01-04T11:00:00.000Z,43090.89,43225.64,42937.97,43160.16,2.48375
1704369600000,2024-01-04T12:00:00.000Z,43171.16,43408.92,43110.0,43355.26,7.51001
1704373200000,2024-01-04T13:00:00.000Z,43360.28,43485.53,43182.11,43345.44,5.93646
1704376800000,2024-01-04T14:00:00.000Z,43349.13,43693.99,43256.33,43639.92,14.97277
1704380400000,2024-01-04T15:00:00.000Z,43659.0,44297.51,43600.0,44117.19,29.52904
1704384000000,2024-01-04T16:00:00.000Z,44117.18,44129.95,43787.27,43940.31,27.71883
1704387600000,2024-01-04T17:00:00.000Z,43911.01,44200.0,43830.01,43972.04,15.76738
1704391200000,2024-01-04T18:00:00.000Z,44005.48,44149.41,43858.7,44073.57,15.92736
1704394800000,2024-01-04T19:00:00.000Z,44064.02,44426.14,43960.1,43986.43,25.60252
1704398400000,2024-01-04T20:00:00.000Z,43986.4,44500.0,43927.79,44138.63,16.21498
1704402000000,2024-01-04T21:00:00.000Z,44138.63,44458.41,44107.51,44382.23,14.26478
1704405600000,2024-01-04T22:00:00.000Z,44421.12,44689.98,44163.75,44349.79,28.35015
1704409200000,2024-01-04T23:00:00.000Z,44301.18,44355.5,44054.58,44146.81,11.21458
1704412800000,2024-01-05T00:00:00.000Z,44128.34,44260.96,43961.81,44198.06,15.86674
1704416400000,2024-01-05T01:00:00.000Z,44199.5,44271.62,43093.58,43393.07,35.26276
1704420000000,2024-01-05T02:00:00.000Z,43345.63,43916.84,43299.11,43525.57,14.52439
1704423600000,2024-01-05T03:00:00.000Z,43528.97,43752.05,43416.01,43451.38,5.52375
1704427200000,2024-01-05T04:00:00.000Z,43491.02,43650.8,43217.77,43576.46,13.43291
1704430800000,2024-01-05T05:00:00.000Z,43576.55,43712.54,43516.74,43659.87,4.58368
1704434400000,2024-01-05T06:00:00.000Z,43632.05,43913.5,43581.37,43809.17,5.54647
1704438000000,2024-01-05T07:00:00.000Z,43823.31,43920.47,43730.44,43785.6,7.06207
1704441600000,2024-01-05T08:00:00.000Z,43785.6,43946.23,43756.63,43916.9,5.2903
1704445200000,2024-01-05T09:00:00.000Z,43883.44,44289.79,43883.44,44173.0,13.91992
1704448800000,2024-01-05T10:00:00.000Z,44176.62,44176.63,43470.0,43621.58,8.40829
1704452400000,2024-01-05T11:00:00.000Z,43630.52,43915.0,43587.56,43734.62,4.73947
1704456000000,2024-01-05T12:00:00.000Z,43744.57,44101.3,43632.02,43935.79,16.86691
1704459600000,2024-01-05T13:00:00.000Z,43935.54,44076.3,43758.62,43989.28,6.54851
1704463200000,2024-01-05T14:00:00.000Z,43989.28,44050.0,43450.0,43450.25,12.93595
1704466800000,2024-01-05T15:00:00.000Z,43512.58,44038.5,43400.0,43516.09,16.12088
1704470400000,2024-01-05T16:00:00.000Z,43516.09,43593.0,43221.24,43263.18,14.64596
